Record_ID,Date,Country,City,Temperature_C,Humidity,Precipitation_mm,Air_Quality_Index_AQI,Extreme_Weather_Events,Climate_Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
cnd_56,2024-02-25,Canada,Toronto,22.39999962,33,179.1999969,271,Flood,Koeppen-D,Temperate,Desert,24,4.599999905,NE,Winter,2293008,9800485,3
cnd_57,2024-02-26,Canada,Toronto,27.89999962,44,187.1000061,461,None,Koeppen-A,Temperate,Desert,30.10000038,38.79999924,N,Winter,9174707,97688368,7
cnd_58,2024-02-27,Canada,Toronto,22.29999924,35,116,152,Flood,Koeppen-C,Temperate,Grassland,24.10000038,9.800000191,NE,Winter,7812137,9041266,4
cnd_59,2024-02-28,Canada,Toronto,12.30000019,21,193.3999939,271,Heatwave,Koeppen-A,Temperate,Wetland,13.39999962,11.39999962,W,Winter,4669498,48588600,2
cnd_60,2024-02-29,Canada,Toronto,18.60000038,30,63.90000153,192,None,Koeppen-A,Temperate,Desert,20.10000038,27.60000038,NE,Winter,692474,73970936,3
cnd_61,2024-03-01,Canada,Toronto,2.599999905,91,56.70000076,143,None,Koeppen-C,Temperate,Grassland,7.199999809,23.79999924,SE,Spring,5373458,55740596,4
cnd_62,2024-03-02,Canada,Toronto,8.800000191,80,137.3999939,324,Hurricane,Koeppen-C,Temperate,Desert,12.80000019,4.199999809,NE,Spring,8381201,21590264,4
cnd_63,2024-03-03,Canada,Toronto,26.79999924,46,87,357,None,Koeppen-D,Temperate,Grassland,29.10000038,12.80000019,E,Spring,874509,61529060,4
cnd_64,2024-03-04,Canada,Toronto,15.39999962,42,86.69999695,244,None,Koeppen-A,Temperate,Forest,17.5,27.89999962,N,Spring,511682,38625904,10
cnd_65,2024-03-05,Canada,Toronto,41.70000076,65,67.30000305,284,None,Koeppen-D,Temperate,Forest,45,25.60000038,NW,Spring,8895150,76716488,7
cnd_66,2024-03-06,Canada,Toronto,25.29999924,95,11.30000019,345,None,Koeppen-A,Temperate,Grassland,30.10000038,11.89999962,SW,Spring,6474489,67649200,1
cnd_67,2024-03-07,Canada,Toronto,8.399999619,77,68.80000305,500,None,Koeppen-D,Temperate,Grassland,12.19999981,3.400000095,SW,Spring,8586270,91655352,9
cnd_68,2024-03-08,Canada,Toronto,-3.200000048,83,0.5,87,None,Koeppen-D,Temperate,Wetland,1,15.10000038,NE,Spring,8993317,76544976,2
cnd_69,2024-03-09,Canada,Toronto,16.60000038,95,106.3000031,268,None,Koeppen-D,Temperate,Forest,21.39999962,21.60000038,NW,Spring,1510238,89752664,2
cnd_70,2024-03-10,Canada,Toronto,41.5,88,27.5,385,Flood,Koeppen-D,Temperate,Wetland,45.90000153,38.29999924,NW,Spring,5324680,71674392,7
cnd_71,2024-03-11,Canada,Toronto,33.79999924,66,9.5,157,None,Koeppen-A,Temperate,Grassland,37.09999847,8.100000381,N,Spring,3531929,50469740,6
cnd_72,2024-03-12,Canada,Toronto,15.19999981,56,123.4000015,33,Flood,Koeppen-D,Temperate,Grassland,18,10.69999981,N,Spring,6322080,70254952,4
cnd_73,2024-03-13,Canada,Toronto,43.59999847,92,195.8999939,32,None,Koeppen-B,Temperate,Forest,48.20000076,14.69999981,S,Spring,194746,94872296,2
cnd_74,2024-03-14,Canada,Toronto,14.39999962,69,124.4000015,56,None,Koeppen-A,Temperate,Wetland,17.89999962,18.29999924,W,Spring,3881211,26826466,4
cnd_75,2024-03-15,Canada,Toronto,2,50,71.19999695,29,Flood,Koeppen-A,Temperate,Tundra,4.5,13.39999962,N,Spring,7428263,14404332,5
cnd_76,2024-03-16,Canada,Toronto,-4,22,66.19999695,113,None,Koeppen-D,Temperate,Desert,-2.900000095,25.89999962,SE,Spring,3343559,72761104,3
cnd_77,2024-03-17,Canada,Toronto,1,54,107.5999985,98,None,Koeppen-A,Temperate,Tundra,3.700000048,33.29999924,S,Spring,5598398,50668724,8
cnd_78,2024-03-18,Canada,Toronto,37.59999847,14,116.8000031,489,None,Koeppen-B,Temperate,Tundra,38.29999924,21.20000076,NE,Spring,197477,86263216,1
cnd_79,2024-03-19,Canada,Toronto,37.79999924,81,180.1999969,51,None,Koeppen-D,Temperate,Forest,41.79999924,13.89999962,E,Spring,9491956,11834508,8
cnd_80,2024-03-20,Canada,Toronto,36.5,20,49.79999924,344,Drought,Koeppen-B,Temperate,Grassland,37.5,21.29999924,NW,Spring,4949468,66383612,2
cnd_81,2024-03-21,Canada,Toronto,-8.699999809,87,163.8000031,35,None,Koeppen-D,Temperate,Desert,-4.300000191,27.70000076,NW,Spring,8074128,76540304,1
cnd_82,2024-03-22,Canada,Toronto,32.29999924,75,150.8000031,271,None,Koeppen-C,Temperate,Tundra,36,36.09999847,E,Spring,204438,78976824,3
cnd_451,2025-03-26,Canada,Toronto,25.79999924,64,33.5,384,None,Koeppen-C,Temperate,Desert,29,12.10000038,SW,Spring,9496541,62466156,5
cnd_452,2025-03-27,Canada,Toronto,28.10000038,42,52.59999847,150,None,Koeppen-D,Temperate,Wetland,30.20000076,20.29999924,SE,Spring,4508329,41716008,9
cnd_453,2025-03-28,Canada,Toronto,35.09999847,69,72.90000153,176,None,Koeppen-A,Temperate,Forest,38.59999847,29.60000038,NW,Spring,5810487,3874537.25,7
cnd_454,2025-03-29,Canada,Toronto,13.39999962,33,76.19999695,240,None,Koeppen-A,Temperate,Wetland,15.10000038,28.20000076,SW,Spring,9817845,96560416,6
cnd_455,2025-03-30,Canada,Toronto,31.29999924,73,107.0999985,42,None,Koeppen-C,Temperate,Desert,35,36.90000153,NE,Spring,8760251,5318395,7
cnd_456,2025-03-31,Canada,Toronto,-9.300000191,56,128.5,315,None,Koeppen-C,Temperate,Wetland,-6.5,33.29999924,W,Spring,9761897,1419140.875,9
cnd_457,2025-04-01,Canada,Toronto,31.20000076,54,22.10000038,91,Heatwave,Koeppen-B,Temperate,Tundra,33.90000153,36.79999924,E,Spring,4117149,95559216,2
cnd_458,2025-04-02,Canada,Toronto,23.10000038,61,76,301,None,Koeppen-A,Temperate,Tundra,26.20000076,27.70000076,SE,Spring,3305214,29853158,2
cnd_459,2025-04-03,Canada,Toronto,8.199999809,65,190.1000061,223,None,Koeppen-C,Temperate,Tundra,11.39999962,16.79999924,SW,Spring,392123,17649960,8
cnd_460,2025-04-04,Canada,Toronto,24.79999924,58,119.4000015,26,None,Koeppen-A,Temperate,Wetland,27.70000076,14.19999981,NE,Spring,556991,90790128,1
cnd_461,2025-04-05,Canada,Toronto,21.5,14,138.1000061,160,Heatwave,Koeppen-D,Temperate,Wetland,22.20000076,27.70000076,SE,Spring,3433994,18925166,5
cnd_462,2025-04-06,Canada,Toronto,33.79999924,68,128.6000061,377,None,Koeppen-C,Temperate,Tundra,37.20000076,0.5,E,Spring,3668178,48222020,6
cnd_463,2025-04-07,Canada,Toronto,2.099999905,42,133.8999939,204,None,Koeppen-B,Temperate,Desert,4.199999809,7.699999809,NW,Spring,9683280,62727892,9
cnd_464,2025-04-08,Canada,Toronto,-0.899999976,34,76.90000153,345,None,Koeppen-A,Temperate,Forest,0.800000012,10.69999981,S,Spring,7530526,14095412,2
cnd_465,2025-04-09,Canada,Toronto,-4.900000095,78,34.90000153,29,None,Koeppen-A,Temperate,Wetland,-1,17.10000038,E,Spring,8281627,10376586,2
cnd_466,2025-04-10,Canada,Toronto,26.79999924,18,186.3999939,48,None,Koeppen-A,Temperate,Forest,27.70000076,28,E,Spring,9799375,56014596,7
cnd_467,2025-04-11,Canada,Toronto,26,18,144,360,Flood,Koeppen-D,Temperate,Wetland,26.89999962,10.5,N,Spring,7582767,20066498,6
cnd_468,2025-04-12,Canada,Toronto,34.59999847,62,162.1000061,486,Hurricane,Koeppen-D,Temperate,Forest,37.70000076,34.20000076,SW,Spring,9467181,1719199.875,10
cnd_469,2025-04-13,Canada,Toronto,27.89999962,36,108.5999985,77,None,Koeppen-C,Temperate,Forest,29.70000076,4.199999809,W,Spring,2270190,47600916,9
cnd_470,2025-04-14,Canada,Toronto,-6.199999809,36,21.29999924,464,None,Koeppen-C,Temperate,Wetland,-4.400000095,7,SE,Spring,9346371,32253502,5
cnd_471,2025-04-15,Canada,Toronto,24.5,77,159.3000031,24,None,Koeppen-B,Temperate,Wetland,28.39999962,29,S,Spring,6807988,90650304,4
cnd_472,2025-04-16,Canada,Toronto,20.20000076,70,162.6999969,234,None,Koeppen-B,Temperate,Tundra,23.70000076,33.59999847,SE,Spring,6844701,23746556,3
cnd_473,2025-04-17,Canada,Toronto,29,78,91.69999695,414,None,Koeppen-C,Temperate,Tundra,32.90000153,34.5,NE,Spring,882650,45391900,3
cnd_474,2025-04-18,Canada,Toronto,38.20000076,79,107.5,197,None,Koeppen-D,Temperate,Grassland,42.20000076,0.100000001,E,Spring,8923856,9303389,4
cnd_475,2025-04-19,Canada,Toronto,10.10000038,95,73.59999847,357,None,Koeppen-A,Temperate,Wetland,14.80000019,38.79999924,SW,Spring,5759167,1314785.375,10
cnd_476,2025-04-20,Canada,Toronto,18.89999962,62,131.1999969,284,None,Koeppen-B,Temperate,Forest,22,22.60000038,S,Spring,7028575,82820760,2
cnd_477,2025-04-21,Canada,Toronto,2.900000095,11,74.19999695,109,None,Koeppen-B,Temperate,Tundra,3.5,1.700000048,E,Spring,2810621,41707672,9
cnd_478,2025-04-22,Canada,Toronto,40.5,70,54.40000153,173,None,Koeppen-D,Temperate,Forest,44,28,NE,Spring,2001797,73649512,10
cnd_479,2025-04-23,Canada,Toronto,21.5,11,123.4000015,410,None,Koeppen-D,Temperate,Forest,22.10000038,2.099999905,N,Spring,5116152,66686756,2
cnd_480,2025-04-24,Canada,Toronto,27.5,47,41,273,None,Koeppen-C,Temperate,Wetland,29.89999962,30.89999962,SE,Spring,1434948,11980071,3
cnd_481,2025-04-25,Canada,Toronto,-9.399999619,27,76.09999847,440,None,Koeppen-A,Temperate,Desert,-8.100000381,18.60000038,NW,Spring,6462095,11390944,6
cnd_482,2025-04-26,Canada,Toronto,0.100000001,25,152.1000061,462,None,Koeppen-B,Temperate,Grassland,1.399999976,13.19999981,NE,Spring,7165481,41218172,4
cnd_483,2025-04-27,Canada,Toronto,42.09999847,57,52.5,170,None,Koeppen-D,Temperate,Grassland,45,20.20000076,E,Spring,2421008,53136536,9
cnd_484,2025-04-28,Canada,Toronto,24.20000076,17,133.1000061,483,None,Koeppen-D,Temperate,Grassland,25.10000038,27.29999924,S,Spring,9725414,42056740,8
cnd_485,2025-04-29,Canada,Toronto,-2.700000048,88,115.6999969,234,None,Koeppen-A,Temperate,Tundra,1.700000048,1.600000024,E,Spring,6961493,31916420,4
cnd_486,2025-04-30,Canada,Toronto,32.59999847,96,177.8000031,399,None,Koeppen-A,Temperate,Forest,37.40000153,37.70000076,N,Spring,1469988,97557256,10
cnd_487,2025-05-01,Canada,Toronto,8.199999809,11,19.5,471,None,Koeppen-A,Temperate,Forest,8.800000191,16.20000076,NE,Spring,5881951,4631948.5,5
cnd_488,2025-05-02,Canada,Toronto,5,37,102.5999985,286,None,Koeppen-B,Temperate,Wetland,6.800000191,31.10000038,W,Spring,6561146,99693368,1
cnd_489,2025-05-03,Canada,Toronto,2.099999905,80,138.5,148,Flood,Koeppen-B,Temperate,Desert,6.099999905,37.70000076,NE,Spring,3128208,67567992,3
cnd_490,2025-05-04,Canada,Toronto,25.39999962,19,77.5,279,None,Koeppen-B,Temperate,Tundra,26.29999924,11.30000019,W,Spring,8753663,5210839.5,6
cnd_491,2025-05-05,Canada,Toronto,29.20000076,34,151.1999969,143,None,Koeppen-B,Temperate,Tundra,30.89999962,12.39999962,SW,Spring,9250389,7010950,3
cnd_697,2025-11-27,Canada,Toronto,-1.5,57,33.90000153,344,None,Koeppen-D,Temperate,Forest,1.399999976,3.5,S,Autumn,7983514,167614.1094,9
cnd_698,2025-11-28,Canada,Toronto,-3.299999952,17,185.1999969,430,None,Koeppen-C,Temperate,Grassland,-2.400000095,29.5,NW,Autumn,1129491,94397808,1
cnd_699,2025-11-29,Canada,Toronto,-8.100000381,70,81.59999847,288,None,Koeppen-B,Temperate,Desert,-4.599999905,9.800000191,N,Autumn,5360824,59975736,2
cnd_700,2025-11-30,Canada,Toronto,20.70000076,23,23.5,321,Drought,Koeppen-B,Temperate,Grassland,21.79999924,18.89999962,SW,Autumn,9594747,38272504,9
cnd_701,2025-12-01,Canada,Toronto,41.90000153,38,79.40000153,201,None,Koeppen-B,Temperate,Desert,43.79999924,29.70000076,NE,Winter,1163463,79621664,5
cnd_702,2025-12-02,Canada,Toronto,-0.800000012,15,114.6999969,259,None,Koeppen-B,Temperate,Tundra,-0.100000001,13.5,SW,Winter,3254139,90330296,5
cnd_703,2025-12-03,Canada,Toronto,12.19999981,19,171.3000031,450,Hurricane,Koeppen-A,Temperate,Desert,13.10000038,27.89999962,NE,Winter,1295463,50384792,10
cnd_704,2025-12-04,Canada,Toronto,-6.699999809,45,172.1999969,96,None,Koeppen-A,Temperate,Desert,-4.5,28.79999924,S,Winter,1596477,79792352,2
cnd_705,2025-12-05,Canada,Toronto,39,62,195.3000031,102,None,Koeppen-D,Temperate,Grassland,42.09999847,8.699999809,N,Winter,8520925,31293912,2
cnd_706,2025-12-06,Canada,Toronto,22.60000038,30,125.0999985,275,None,Koeppen-A,Temperate,Wetland,24.10000038,38.79999924,NE,Winter,7000103,15341522,2
cnd_707,2025-12-07,Canada,Toronto,14.5,36,26.20000076,336,None,Koeppen-A,Temperate,Desert,16.29999924,7.5,N,Winter,7375149,57046196,3
cnd_708,2025-12-08,Canada,Toronto,8.5,21,120.6999969,178,None,Koeppen-A,Temperate,Tundra,9.600000381,18.39999962,NE,Winter,4571180,52555116,10
cnd_709,2025-12-09,Canada,Toronto,1.600000024,67,144.3000031,291,None,Koeppen-A,Temperate,Forest,5,23.5,N,Winter,7323492,3815145,10
cnd_710,2025-12-10,Canada,Toronto,-3.799999952,59,139.6000061,349,None,Koeppen-C,Temperate,Tundra,-0.800000012,35.20000076,S,Winter,447896,85045192,5
cnd_711,2025-12-11,Canada,Toronto,14.30000019,91,146.3000031,144,None,Koeppen-D,Temperate,Desert,18.89999962,22.39999962,N,Winter,6819477,17107098,10
cnd_712,2025-12-12,Canada,Toronto,0.5,76,137.3999939,263,Drought,Koeppen-D,Temperate,Tundra,4.300000191,33.79999924,SE,Winter,1047068,36895848,9
cnd_713,2025-12-13,Canada,Toronto,3.400000095,100,49.09999847,406,None,Koeppen-A,Temperate,Wetland,8.399999619,27.5,S,Winter,9342,11135859,10
cnd_714,2025-12-14,Canada,Toronto,10.19999981,91,139.8999939,414,None,Koeppen-A,Temperate,Tundra,14.80000019,35.79999924,SW,Winter,5899436,43884208,1
cnd_715,2025-12-15,Canada,Toronto,-1.600000024,54,108.5,404,None,Koeppen-A,Temperate,Grassland,1.100000024,13.69999981,NE,Winter,5559942,59638836,1
cnd_716,2025-12-16,Canada,Toronto,26,26,94,148,None,Koeppen-D,Temperate,Wetland,27.29999924,3.799999952,SE,Winter,1749078,96099912,7
cnd_717,2025-12-17,Canada,Toronto,0.699999988,50,134.8999939,459,None,Koeppen-C,Temperate,Wetland,3.200000048,14.5,NW,Winter,9522921,78052752,6
cnd_718,2025-12-18,Canada,Toronto,-8.300000191,58,90.59999847,102,Drought,Koeppen-C,Temperate,Wetland,-5.400000095,12,SE,Winter,4673003,29489760,7
cnd_719,2025-12-19,Canada,Toronto,8.800000191,26,196.6000061,78,None,Koeppen-C,Temperate,Tundra,10.10000038,11.19999981,SW,Winter,4181236,90757080,8
cnd_720,2025-12-20,Canada,Toronto,38.09999847,39,84.40000153,249,None,Koeppen-D,Temperate,Desert,40.09999847,19.79999924,N,Winter,1808758,38220628,10
cnd_721,2025-12-21,Canada,Toronto,39.40000153,97,47.29999924,484,None,Koeppen-D,Temperate,Tundra,44.20000076,35.90000153,S,Winter,9768575,72140352,9
cnd_722,2025-12-22,Canada,Toronto,41.20000076,25,98.30000305,82,None,Koeppen-D,Temperate,Tundra,42.5,11.89999962,SE,Winter,6405670,43310436,3
cnd_723,2025-12-23,Canada,Toronto,24,94,74.59999847,366,Drought,Koeppen-C,Temperate,Forest,28.70000076,22.10000038,S,Winter,1616008,61546376,10
cnd_724,2025-12-24,Canada,Toronto,24.5,61,164.6000061,297,None,Koeppen-D,Temperate,Wetland,27.60000038,2.900000095,SE,Winter,5447463,64133280,8
cnd_725,2025-12-25,Canada,Toronto,-0.400000006,35,71.59999847,496,None,Koeppen-C,Temperate,Grassland,1.399999976,39.09999847,W,Winter,3432042,94426760,10
cnd_726,2025-12-26,Canada,Toronto,44,57,18.39999962,213,None,Koeppen-D,Temperate,Tundra,46.90000153,24.70000076,SW,Winter,7393029,37642272,7
cnd_727,2025-12-27,Canada,Toronto,2.799999952,63,49.09999847,300,None,Koeppen-D,Temperate,Wetland,6,36.5,SW,Winter,1154950,51347256,4
cnd_728,2025-12-28,Canada,Toronto,-2.400000095,23,18.60000038,378,None,Koeppen-D,Temperate,Wetland,-1.200000048,4,W,Winter,9564292,61537620,10
cnd_729,2025-12-29,Canada,Toronto,44.5,87,169.3000031,380,Hurricane,Koeppen-B,Temperate,Forest,48.90000153,36.5,E,Winter,4846536,92574264,3
cnd_730,2025-12-30,Canada,Toronto,12.60000038,82,35,190,None,Koeppen-C,Temperate,Wetland,16.70000076,8.300000191,SE,Winter,8852712,66390968,7
cnd_731,2025-12-31,Canada,Toronto,29.5,81,197,418,None,Koeppen-D,Temperate,Forest,33.5,27.20000076,E,Winter,8829681,67486576,3
cnd_732,2024-01-01,Canada,Vancouver,40.09999847,59,137.8000031,183,None,Koeppen-C,Temperate,Desert,43.09999847,29.79999924,NE,Winter,2413970,74586584,8
cnd_733,2024-01-02,Canada,Vancouver,12.10000038,84,193.1000061,488,Heatwave,Koeppen-A,Temperate,Tundra,16.29999924,5.800000191,SW,Winter,908566,37008320,4
cnd_734,2024-01-03,Canada,Vancouver,5.199999809,33,135.1999969,278,None,Koeppen-A,Temperate,Grassland,6.900000095,27,SE,Winter,1022971,27724692,1
cnd_735,2024-01-04,Canada,Vancouver,19.10000038,47,178.3000031,460,None,Koeppen-D,Temperate,Grassland,21.5,26.20000076,N,Winter,4937300,31684324,9
cnd_736,2024-01-05,Canada,Vancouver,-7.199999809,93,172.6000061,233,None,Koeppen-B,Temperate,Tundra,-2.5,1.700000048,NE,Winter,205618,65188248,1
cnd_737,2024-01-06,Canada,Vancouver,20,19,189.8999939,336,Heatwave,Koeppen-B,Temperate,Desert,20.89999962,5.5,W,Winter,6944329,72721880,5
cnd_1018,2024-10-13,Canada,Vancouver,12.89999962,84,155.6000061,39,None,Koeppen-D,Temperate,Forest,17.10000038,17.20000076,NW,Autumn,7305233,77599824,4
cnd_1019,2024-10-14,Canada,Vancouver,13.39999962,19,174.8000031,383,None,Koeppen-A,Temperate,Wetland,14.30000019,3.099999905,E,Autumn,8033688,48526224,4
cnd_1020,2024-10-15,Canada,Vancouver,-1.600000024,83,199.5,351,None,Koeppen-C,Temperate,Wetland,2.599999905,31.20000076,W,Autumn,3370490,62820024,10
cnd_1021,2024-10-16,Canada,Vancouver,41.5,34,150,69,None,Koeppen-D,Temperate,Wetland,43.20000076,5.300000191,W,Autumn,118242,14666680,5
cnd_1022,2024-10-17,Canada,Vancouver,10,21,127.4000015,345,None,Koeppen-B,Temperate,Wetland,11.10000038,38.29999924,NE,Autumn,1489360,3546606,6
cnd_1023,2024-10-18,Canada,Vancouver,-2.599999905,74,42.20000076,386,None,Koeppen-B,Temperate,Wetland,1.100000024,20,N,Autumn,5561610,97080952,7
cnd_1024,2024-10-19,Canada,Vancouver,40.40000153,65,172.5,128,None,Koeppen-D,Temperate,Forest,43.59999847,2.599999905,N,Autumn,6426757,87417872,1
cnd_1025,2024-10-20,Canada,Vancouver,-4.900000095,64,85.59999847,480,None,Koeppen-D,Temperate,Tundra,-1.700000048,7.699999809,E,Autumn,7579088,12979367,5
cnd_1026,2024-10-21,Canada,Vancouver,22.29999924,35,45.79999924,313,None,Koeppen-C,Temperate,Desert,24.10000038,37.29999924,SW,Autumn,3730887,6997190.5,7
cnd_1027,2024-10-22,Canada,Vancouver,20.70000076,44,26.29999924,297,None,Koeppen-A,Temperate,Tundra,22.89999962,34.59999847,SW,Autumn,2331977,44470564,7
cnd_1028,2024-10-23,Canada,Vancouver,-8,11,146.6000061,54,Flood,Koeppen-B,Temperate,Desert,-7.5,0.300000012,NE,Autumn,2303744,39823912,9
cnd_1029,2024-10-24,Canada,Vancouver,-3.099999905,86,120.5,458,None,Koeppen-C,Temperate,Tundra,1.200000048,5.800000191,NE,Autumn,2478442,91263480,8
cnd_1030,2024-10-25,Canada,Vancouver,41.90000153,69,97.90000153,56,None,Koeppen-B,Temperate,Desert,45.40000153,20,W,Autumn,4496092,62606736,4
cnd_1031,2024-10-26,Canada,Vancouver,38.90000153,34,101,217,None,Koeppen-B,Temperate,Tundra,40.59999847,25.79999924,SE,Autumn,7959554,83843584,1
cnd_1032,2024-10-27,Canada,Vancouver,33.70000076,80,173.1000061,290,Drought,Koeppen-B,Temperate,Wetland,37.70000076,34,SE,Autumn,9118021,16255581,5
cnd_1033,2024-10-28,Canada,Vancouver,16.29999924,58,17.70000076,443,None,Koeppen-D,Temperate,Forest,19.20000076,20.39999962,SE,Autumn,6531617,58835352,7
cnd_1034,2024-10-29,Canada,Vancouver,-1.600000024,36,85.80000305,310,None,Koeppen-B,Temperate,Grassland,0.200000003,5.300000191,NE,Autumn,1868646,97568560,1
cnd_1035,2024-10-30,Canada,Vancouver,16.60000038,61,16.89999962,187,None,Koeppen-D,Temperate,Tundra,19.70000076,35.09999847,W,Autumn,5076810,78898024,8
cnd_1036,2024-10-31,Canada,Vancouver,18.39999962,71,138.6999969,459,Flood,Koeppen-A,Temperate,Grassland,21.89999962,24,SE,Autumn,6318328,3876519.5,7
cnd_1037,2024-11-01,Canada,Vancouver,18.20000076,44,27.10000038,251,None,Koeppen-C,Temperate,Wetland,20.39999962,26.89999962,NE,Autumn,8129570,44712252,5
cnd_1038,2024-11-02,Canada,Vancouver,41.20000076,73,162.6999969,174,None,Koeppen-D,Temperate,Desert,44.90000153,13.5,E,Autumn,7479926,94600952,1
cnd_1039,2024-11-03,Canada,Vancouver,-1.5,51,172.3999939,287,None,Koeppen-B,Temperate,Tundra,1.100000024,26.89999962,S,Autumn,548423,36221772,2
cnd_1040,2024-11-04,Canada,Vancouver,19.39999962,63,37,247,None,Koeppen-B,Temperate,Tundra,22.5,19.20000076,NW,Autumn,3386821,17060998,2
cnd_1041,2024-11-05,Canada,Vancouver,-3.400000095,96,120.5,240,None,Koeppen-B,Temperate,Grassland,1.399999976,20.10000038,W,Autumn,474984,42715580,10
cnd_1042,2024-11-06,Canada,Vancouver,9.199999809,45,43,390,None,Koeppen-B,Temperate,Tundra,11.39999962,7.900000095,E,Autumn,7130731,27694942,7
cnd_1043,2024-11-07,Canada,Vancouver,-2.099999905,58,116.4000015,404,None,Koeppen-C,Temperate,Grassland,0.800000012,0.100000001,NE,Autumn,6752829,40934868,3
cnd_1044,2024-11-08,Canada,Vancouver,39.20000076,26,129,335,None,Koeppen-A,Temperate,Forest,40.5,8.899999619,N,Autumn,6139475,18823980,1
cnd_1045,2024-11-09,Canada,Vancouver,25.60000038,78,0.899999976,261,None,Koeppen-A,Temperate,Desert,29.5,38.5,N,Autumn,6112903,2655349.25,1
cnd_1046,2024-11-10,Canada,Vancouver,1.799999952,78,50.40000153,301,None,Koeppen-A,Temperate,Grassland,5.699999809,7.400000095,N,Autumn,9453296,95219360,10
cnd_1047,2024-11-11,Canada,Vancouver,30.60000038,75,94.19999695,477,None,Koeppen-D,Temperate,Desert,34.40000153,11.10000038,SW,Autumn,8954266,5627326,8
cnd_1048,2024-11-12,Canada,Vancouver,42.59999847,52,178.1000061,116,Flood,Koeppen-D,Temperate,Forest,45.20000076,25.79999924,NE,Autumn,845329,7399025,6
cnd_1049,2024-11-13,Canada,Vancouver,-2.900000095,90,56.5,257,Drought,Koeppen-C,Temperate,Grassland,1.600000024,7.900000095,W,Autumn,5680481,33473308,4
cnd_1050,2024-11-14,Canada,Vancouver,18.20000076,30,97.59999847,34,None,Koeppen-C,Temperate,Wetland,19.70000076,16.79999924,SW,Autumn,5637398,95391624,4
cnd_1051,2024-11-15,Canada,Vancouver,-4.300000191,89,40.79999924,31,None,Koeppen-C,Temperate,Wetland,0.200000003,16.60000038,W,Autumn,3332448,5326353,4
cnd_1052,2024-11-16,Canada,Vancouver,-4.699999809,75,27.89999962,272,Hurricane,Koeppen-D,Temperate,Desert,-1,30.10000038,NW,Autumn,9618923,27110298,1
cnd_1053,2024-11-17,Canada,Vancouver,18.20000076,32,129.6000061,215,None,Koeppen-D,Temperate,Forest,19.79999924,6.199999809,SW,Autumn,4442913,83866240,6
cnd_1054,2024-11-18,Canada,Vancouver,10.69999981,60,164.6999969,196,None,Koeppen-B,Temperate,Grassland,13.69999981,37.79999924,NE,Autumn,6258819,73977800,10
